"","Year","Council","","20% most deprived","2","3","4","20% least deprived","All"
"320","2012","Orkney Islands","Base","-","70","50","170","10","290"
"321","2012","Perth & Kinross","Base","10","40","50","100","50","240"
"322","2012","Renfrewshire","Base","100","50","60","40","50","310"
"323","2012","Scotland","Base","1880","2080","2150","2120","1670","9890"
"324","2012","Scottish Borders","Base","20","40","90","90","10","240"
"325","2012","Shetland Islands","Base","-","10","120","140","20","280"
"326","2012","South Ayrshire","Base","50","70","50","30","50","250"
"327","2012","South Lanarkshire","Base","80","110","100","70","60","420"
"328","2012","Stirling","Base","20","50","40","70","60","250"
"329","2012","West Dunbartonshire","Base","90","80","50","20","10","260"
"330","2012","West Lothian","Base","40","80","50","40","40","250"
"331","2013","Aberdeen City","Vandalism / graffiti / damage to property","*","17.4","11.1","*","2.5","10.6"
"332","2013","Aberdeenshire","Vandalism / graffiti / damage to property","*","*","1.9","3.3","3.3","4.7"
"333","2013","Angus","Vandalism / graffiti / damage to property","*","*","1.7","2.1","*","2.9"
"334","2013","Argyll & Bute","Vandalism / graffiti / damage to property","*","*","10.9","-","*","8"
"335","2013","Clackmannanshire","Vandalism / graffiti / damage to property","15.1","11.6","5.9","*","*","8.9"
"336","2013","Dumfries & Galloway","Vandalism / graffiti / damage to property","*","12.1","7.7","1.6","*","9.5"
"337","2013","Dundee City","Vandalism / graffiti / damage to property","21","22.7","*","*","*","14.6"
"338","2013","East Ayrshire","Vandalism / graffiti / damage to property","19.3","6.9","*","*","*","9.8"
"339","2013","East Dunbartonshire","Vandalism / graffiti / damage to property","*","*","*","*","4.4","4.7"
"340","2013","East Lothian","Vandalism / graffiti / damage to property","*","13.2","*","-","*","7.4"
"341","2013","East Renfrewshire","Vandalism / graffiti / damage to property","*","*","*","*","8.6","8.1"
"342","2013","Edinburgh, City of","Vandalism / graffiti / damage to property","23.5","20","13.2","10.1","4.8","11.2"
"343","2013","Falkirk","Vandalism / graffiti / damage to property","*","2.9","*","*","*","6"
"344","2013","Fife","Vandalism / graffiti / damage to property","25.3","14.2","6.8","2.4","0.4","9.5"
"345","2013","Glasgow City","Vandalism / graffiti / damage to property","25.9","15","14","9.8","6.4","18.8"
"346","2013","Highland","Vandalism / graffiti / damage to property","*","6.7","2.8","1.3","*","3.3"
"347","2013","Inverclyde","Vandalism / graffiti / damage to property","25.2","*","*","*","*","13.1"
"348","2013","Midlothian","Vandalism / graffiti / damage to property","*","12.5","8","-","*","6.9"
"349","2013","Moray","Vandalism / graffiti / damage to property","*","*","3","3.3","*","6"
"350","2013","Na-h Eileanan Siar","Vandalism / graffiti / damage to property","-","5.8","1.5","*","-","2.9"
"351","2013","North Ayrshire","Vandalism / graffiti / damage to property","19.7","21.2","*","*","*","13.9"
"352","2013","North Lanarkshire","Vandalism / graffiti / damage to property","15.8","12.6","7.6","*","*","11.2"
"353","2013","Orkney Islands","Vandalism / graffiti / damage to property","-","-","*","0.4","*","0.2"
"354","2013","Perth & Kinross","Vandalism / graffiti / damage to property","*","*","*","3.4","1.4","4.4"
"355","2013","Renfrewshire","Vandalism / graffiti / damage to property","21.9","7.4","9.1","*","*","10.1"
"356","2013","Scotland","Vandalism / graffiti / damage to property","22.2","11.8","7.8","4","3.5","9.8"
"357","2013","Scottish Borders","Vandalism / graffiti / damage to property","*","*","6.6","2.8","*","3.7"
"358","2013","Shetland Islands","Vandalism / graffiti / damage to property","-","*","3.1","1.1","*","1.8"
"359","2013","South Ayrshire","Vandalism / graffiti / damage to property","*","9.8","7.2","*","2.5","8.9"
"360","2013","South Lanarkshire","Vandalism / graffiti / damage to property","18","10.9","11","3.5","2.6","9.5"
"361","2013","Stirling","Vandalism / graffiti / damage to property","*","6.3","*","2.2","1.3","4"
"362","2013","West Dunbartonshire","Vandalism / graffiti / damage to property","23.8","10.2","12.8","*","*","14.8"
"363","2013","West Lothian","Vandalism / graffiti / damage to property","*","6.3","13.5","*","*","9.1"
"364","2013","Aberdeen City","Groups or individual harassing others","*","11.6","9.5","*","-","5.9"
"365","2013","Aberdeenshire","Groups or individual harassing others","*","*","0.5","3.2","1.4","1.8"
"366","2013","Angus","Groups or individual harassing others","*","*","3.5","-","*","1.7"
"367","2013","Argyll & Bute","Groups or individual harassing others","*","*","-","1.1","*","3.9"
"368","2013","Clackmannanshire","Groups or individual harassing others","15.9","16.6","3.9","*","*","10.1"
"369","2013","Dumfries & Galloway","Groups or individual harassing others","*","7.9","8.8","3.9","*","8.2"
"370","2013","Dundee City","Groups or individual harassing others","14.4","6.7","*","*","*","8.6"
"371","2013","East Ayrshire","Groups or individual harassing others","14.2","5.7","*","*","*","6.4"
"372","2013","East Dunbartonshire","Groups or individual harassing others","*","*","*","*","0.7","1"
"373","2013","East Lothian","Groups or individual harassing others","*","5.6","*","0.6","*","4.6"
"374","2013","East Renfrewshire","Groups or individual harassing others","*","*","*","*","0.3","2"
"375","2013","Edinburgh, City of","Groups or individual harassing others","12.1","18.7","6.3","9","2.6","7.5"
"376","2013","Falkirk","Groups or individual harassing others","*","0.6","*","*","*","2.4"
"377","2013","Fife","Groups or individual harassing others","20.1","8.3","5.2","2.3","-","6.9"
"378","2013","Glasgow City","Groups or individual harassing others","16.7","7.5","5.6","7.2","-","11"
"379","2013","Highland","Groups or individual harassing others","*","9","1.9","2.7","*","5.7"
"380","2013","Inverclyde","Groups or individual harassing others","10.2","*","*","*","*","6"
"381","2013","Midlothian","Groups or individual harassing others","*","13.3","7.2","5.3","*","8.1"
"382","2013","Moray","Groups or individual harassing others","*","*","4.5","2.4","*","5.9"
"383","2013","Na-h Eileanan Siar","Groups or individual harassing others","-","9.4","0.4","*","-","3.3"
"384","2013","North Ayrshire","Groups or individual harassing others","10.6","18.9","*","*","*","9.2"
"385","2013","North Lanarkshire","Groups or individual harassing others","12.3","8.5","6.1","*","*","7.9"
"386","2013","Orkney Islands","Groups or individual harassing others","-","0.8","*","0.4","*","0.4"
"387","2013","Perth & Kinross","Groups or individual harassing others","*","*","*","2.5","2","6.5"
"388","2013","Renfrewshire","Groups or individual harassing others","10.5","8.6","6.9","*","*","6.1"
"389","2013","Scotland","Groups or individual harassing others","14.5","8.8","5.4","3.3","1.4","6.6"
"390","2013","Scottish Borders","Groups or individual harassing others","*","*","5.4","4","*","3.7"
"391","2013","Shetland Islands","Groups or individual harassing others","-","*","2.4","2","*","2"
"392","2013","South Ayrshire","Groups or individual harassing others","*","5.1","6.7","*","-","4.5"
"393","2013","South Lanarkshire","Groups or individual harassing others","20.7","5.7","5.5","3.1","1","7.2"
"394","2013","Stirling","Groups or individual harassing others","*","7.2","*","-","2.5","4.8"
"395","2013","West Dunbartonshire","Groups or individual harassing others","11","13.8","5.2","*","*","9"
"396","2013","West Lothian","Groups or individual harassing others","*","7.3","13.4","*","*","8.4"
"397","2013","Aberdeen City","Drugs misuse","*","29.4","15","*","1.6","15"
"398","2013","Aberdeenshire","Drugs misuse","*","*","9.4","4.2","1.5","7.5"
"399","2013","Angus","Drugs misuse","*","*","6.1","1.2","*","6"
"400","2013","Argyll & Bute","Drugs misuse","*","*","6.8","8.4","*","11.1"
"401","2013","Clackmannanshire","Drugs misuse","33.8","22.1","9.9","*","*","18.3"
"402","2013","Dumfries & Galloway","Drugs misuse","*","28.1","8","8","*","14.2"
"403","2013","Dundee City","Drugs misuse","35.7","27.4","*","*","*","22.4"
"404","2013","East Ayrshire","Drugs misuse","32.4","16.6","*","*","*","16.4"
"405","2013","East Dunbartonshire","Drugs misuse","*","*","*","*","3","5.4"
"406","2013","East Lothian","Drugs misuse","*","16.9","*","4","*","12.4"
"407","2013","East Renfrewshire","Drugs misuse","*","*","*","*","2.3","5.3"
"408","2013","Edinburgh, City of","Drugs misuse","24.8","20.3","8.1","9.8","1.4","9.1"
"409","2013","Falkirk","Drugs misuse","*","8.3","*","*","*","5.1"
"410","2013","Fife","Drugs misuse","30.4","21.1","7.8","3.3","1","12.3"
"411","2013","Glasgow City","Drugs misuse","31.1","14.3","5.2","8.5","1.6","19.3"
"412","2013","Highland","Drugs misuse","*","8.5","2","2.3","*","6.7"
"413","2013","Inverclyde","Drugs misuse","25.4","*","*","*","*","13"
"414","2013","Midlothian","Drugs misuse","*","31.5","9.9","-","*","14.3"
"415","2013","Moray","Drugs misuse","*","*","4.5","3.3","*","5.9"
"416","2013","Na-h Eileanan Siar","Drugs misuse","-","5.7","0.3","*","-","2"
"417","2013","North Ayrshire","Drugs misuse","19.6","21.2","*","*","*","12.6"
"418","2013","North Lanarkshire","Drugs misuse","17","13.1","4.6","*","*","9.9"
"419","2013","Orkney Islands","Drugs misuse","-","-","*","1","*","0.5"
"420","2013","Perth & Kinross","Drugs misuse","*","*","*","5","2.3","11.8"
"421","2013","Renfrewshire","Drugs misuse","26.8","18.8","6.7","*","*","12.2"
"422","2013","Scotland","Drugs misuse","29.1","17.3","7.8","4.7","1.4","11.9"
"423","2013","Scottish Borders","Drugs misuse","*","*","7.9","5.9","*","7.5"
"424","2013","Shetland Islands","Drugs misuse","-","*","11","5.7","*","8.1"
"425","2013","South Ayrshire","Drugs misuse","*","11.5","7.4","*","-","7.1"
"426","2013","South Lanarkshire","Drugs misuse","33.9","17.1","3.1","3","1","11.8"
"427","2013","Stirling","Drugs misuse","*","17.6","*","3.9","0.8","8.9"
"428","2013","West Dunbartonshire","Drugs misuse","46.1","17.8","28.4","*","*","28.5"
"429","2013","West Lothian","Drugs misuse","*","11.9","14.4","*","*","11.2"
"430","2013","Aberdeen City","Rowdy behaviour","*","15.3","15.1","*","3.4","12.6"
"431","2013","Aberdeenshire","Rowdy behaviour","*","*","6.1","6","1","5.7"
"432","2013","Angus","Rowdy behaviour","*","*","4.7","2.9","*","5.2"
"433","2013","Argyll & Bute","Rowdy behaviour","*","*","7.1","14.2","*","13.7"
"434","2013","Clackmannanshire","Rowdy behaviour","34.8","23","9.7","*","*","18"
"435","2013","Dumfries & Galloway","Rowdy behaviour","*","13.4","5.1","5.1","*","7.5"
"436","2013","Dundee City","Rowdy behaviour","24.4","22.7","*","*","*","18.1"
"437","2013","East Ayrshire","Rowdy behaviour","23.8","11.6","*","*","*","10.7"
"438","2013","East Dunbartonshire","Rowdy behaviour","*","*","*","*","4.7","7"
"439","2013","East Lothian","Rowdy behaviour","*","15.4","*","2","*","10.8"
"440","2013","East Renfrewshire","Rowdy behaviour","*","*","*","*","1.4","3.4"
"441","2013","Edinburgh, City of","Rowdy behaviour","31.9","31.9","19.3","14","10.1","17.7"
"442","2013","Falkirk","Rowdy behaviour","*","3.3","*","*","*","9.2"
"443","2013","Fife","Rowdy behaviour","30.4","14.6","15.9","3.6","11.2","14.8"
"444","2013","Glasgow City","Rowdy behaviour","28.7","18","15","16.4","5.3","21.5"
"445","2013","Highland","Rowdy behaviour","*","7.5","3.1","1.8","*","4.8"
"446","2013","Inverclyde","Rowdy behaviour","14","*","*","*","*","8.7"
"447","2013","Midlothian","Rowdy behaviour","*","10.2","8.3","-","*","7.3"
"448","2013","Moray","Rowdy behaviour","*","*","9.1","6","*","12.3"
"449","2013","Na-h Eileanan Siar","Rowdy behaviour","-","6.4","1.6","*","-","3.1"
"450","2013","North Ayrshire","Rowdy behaviour","15.7","26.5","*","*","*","14.6"
"451","2013","North Lanarkshire","Rowdy behaviour","27.5","14.8","5.4","*","*","13.8"
"452","2013","Orkney Islands","Rowdy behaviour","-","3.8","*","1.2","*","1.5"
"453","2013","Perth & Kinross","Rowdy behaviour","*","*","*","7.3","8.5","12.3"
"454","2013","Renfrewshire","Rowdy behaviour","17.5","13","8.8","*","*","9.1"
"455","2013","Scotland","Rowdy behaviour","26.8","15.8","9.2","7","4.8","12.6"
"456","2013","Scottish Borders","Rowdy behaviour","*","*","3.9","2.8","*","3.9"
"457","2013","Shetland Islands","Rowdy behaviour","-","*","4","4.2","*","4.6"
"458","2013","South Ayrshire","Rowdy behaviour","*","10.7","7.3","*","3.8","9.3"
"459","2013","South Lanarkshire","Rowdy behaviour","28.6","18.8","8.7","2.3","4","12.9"
"460","2013","Stirling","Rowdy behaviour","*","13.4","*","2.8","3.2","9.6"
"461","2013","West Dunbartonshire","Rowdy behaviour","37.4","20.6","16.1","*","*","23.3"
"462","2013","West Lothian","Rowdy behaviour","*","11.1","13.2","*","*","9.9"
"463","2013","Aberdeen City","Noisy neighbours/regular loud parties","*","25.5","13.4","*","4.1","13.3"
"464","2013","Aberdeenshire","Noisy neighbours/regular loud parties","*","*","9.6","2","1.9","4.9"
"465","2013","Angus","Noisy neighbours/regular loud parties","*","*","-","4.6","*","6.3"
"466","2013","Argyll & Bute","Noisy neighbours/regular loud parties","*","*","2.6","13.2","*","9.7"
"467","2013","Clackmannanshire","Noisy neighbours/regular loud parties","25.3","16.5","5.4","*","*","12.2"
"468","2013","Dumfries & Galloway","Noisy neighbours/regular loud parties","*","14.9","9.2","6.4","*","10.1"
"469","2013","Dundee City","Noisy neighbours/regular loud parties","22.1","15.5","*","*","*","15.5"
"470","2013","East Ayrshire","Noisy neighbours/regular loud parties","13.7","13.1","*","*","*","8.6"
"471","2013","East Dunbartonshire","Noisy neighbours/regular loud parties","*","*","*","*","1.5","4.1"
"472","2013","East Lothian","Noisy neighbours/regular loud parties","*","17.7","*","4","*","10.3"
"473","2013","East Renfrewshire","Noisy neighbours/regular loud parties","*","*","*","*","0.6","3"
"474","2013","Edinburgh, City of","Noisy neighbours/regular loud parties","22.5","26.9","11.1","11.6","8.9","13.7"
"475","2013","Falkirk","Noisy neighbours/regular loud parties","*","2.2","*","*","*","9.6"
"476","2013","Fife","Noisy neighbours/regular loud parties","19.9","22.1","7.5","4.2","8.6","12.2"
"477","2013","Glasgow City","Noisy neighbours/regular loud parties","22.8","13.9","20.4","15.6","13.2","19.3"
"478","2013","Highland","Noisy neighbours/regular loud parties","*","10.6","7.3","2.4","*","6.8"
"479","2013","Inverclyde","Noisy neighbours/regular loud parties","14.6","*","*","*","*","11.4"
"480","2013","Midlothian","Noisy neighbours/regular loud parties","*","11","4.4","2.5","*","7.4"
"481","2013","Moray","Noisy neighbours/regular loud parties","*","*","1.9","5.2","*","6.9"
"482","2013","Na-h Eileanan Siar","Noisy neighbours/regular loud parties","-","5.3","3.9","*","-","4.3"
"483","2013","North Ayrshire","Noisy neighbours/regular loud parties","14.3","14.1","*","*","*","8.1"
"484","2013","North Lanarkshire","Noisy neighbours/regular loud parties","14","11.3","6.2","*","*","9.5"
"485","2013","Orkney Islands","Noisy neighbours/regular loud parties","-","-","*","1.5","*","1.3"
"486","2013","Perth & Kinross","Noisy neighbours/regular loud parties","*","*","*","0.5","1.1","8.4"
"487","2013","Renfrewshire","Noisy neighbours/regular loud parties","17","13.4","7.9","*","*","9.1"
"488","2013","Scotland","Noisy neighbours/regular loud parties","20.4","14","8.6","6","4.6","10.6"
"489","2013","Scottish Borders","Noisy neighbours/regular loud parties","*","*","6.7","2.8","*","4.2"
"490","2013","Shetland Islands","Noisy neighbours/regular loud parties","-","*","8.5","4.8","*","6"
"491","2013","South Ayrshire","Noisy neighbours/regular loud parties","*","7.7","8.3","*","9.8","9.8"
"492","2013","South Lanarkshire","Noisy neighbours/regular loud parties","25.5","12.1","4.8","2.3","5.1","10.1"
"493","2013","Stirling","Noisy neighbours/regular loud parties","*","9.8","*","0.9","1.4","5.7"
"494","2013","West Dunbartonshire","Noisy neighbours/regular loud parties","24.8","11.4","11.8","*","*","15.3"
"495","2013","West Lothian","Noisy neighbours/regular loud parties","*","4.9","7.6","*","*","6.8"
"496","2013","Aberdeen City","Neighbour disputes","*","12","7.3","*","1.9","7.8"
"497","2013","Aberdeenshire","Neighbour disputes","*","*","9","2.9","1.4","4.3"
"498","2013","Angus","Neighbour disputes","*","*","3.7","-","*","3.8"
"499","2013","Argyll & Bute","Neighbour disputes","*","*","3.1","-","*","4.9"
"500","2013","Clackmannanshire","Neighbour disputes","16.5","10.1","4.3","*","*","7.7"
"501","2013","Dumfries & Galloway","Neighbour disputes","*","5.1","4.2","0.9","*","4.2"
